Timestamp,Tout [C],Qsol.ver [w/m2],AirVol [CFM],Tsup [C],Troom [C],Light Level [%]
18-Jul-15 11:35:00 PM EDT,26,0.6,203.3333333,16.80555556,21.28333333,100
18-Jul-15 11:40:00 PM EDT,26,0.6,180,16.80555556,21.25,100
18-Jul-15 11:45:00 PM EDT,26,0.6,174,16.62037037,21.25,100
18-Jul-15 11:50:00 PM EDT,26.11111111,0.6,165.3333333,16.38888889,21.25,100
18-Jul-15 11:55:00 PM EDT,26,0.6,164,16.38888889,21.26666667,100
19-Jul-15 12:00:00 AM EDT,25.88888889,0.6,139.3333333,16.80555556,21.23333333,100
19-Jul-15 12:05:00 AM EDT,25.88888889,0.6,158.6666667,16.94444444,21.33333333,100
19-Jul-15 12:10:00 AM EDT,25.83333333,0.6,148,16.94444444,21.28333333,100
19-Jul-15 12:15:00 AM EDT,25.61111111,0.6,140.6666667,16.94444444,21.25,100
19-Jul-15 12:20:00 AM EDT,25.5,0.6,156,17.22222222,21.26666667,100
19-Jul-15 12:25:00 AM EDT,25.38888889,0.6,220.6666667,29.53703704,22.11666667,100
19-Jul-15 12:30:00 AM EDT,25.27777778,0.6,221.3333333,27.68518519,23.2,100
19-Jul-15 12:35:00 AM EDT,25.27777778,0.7,220,29.49074074,23.05,100
19-Jul-15 12:40:00 AM EDT,25.33333333,0.6,220,26.89814815,22.88333333,100
19-Jul-15 12:45:00 AM EDT,25.38888889,0.6,220,26.71296296,22.91666667,100
19-Jul-15 12:50:00 AM EDT,25.5,0.6,220,27.12962963,22.81666667,100
19-Jul-15 12:55:00 AM EDT,25.5,0.6,220,25.44444444,22.71666667,100
19-Jul-15 1:00:00 AM EDT,25.55555556,0.6,220,24.81481481,22.61666667,100
19-Jul-15 1:05:00 AM EDT,25.44444444,0.6,220,24.44444444,22.53333333,100
19-Jul-15 1:10:00 AM EDT,25.33333333,0.6,220,24.30555556,22.48333333,100
19-Jul-15 1:15:00 AM EDT,25.33333333,0.6,218.6666667,24.44444444,22.46666667,100
19-Jul-15 1:20:00 AM EDT,25.27777778,0.6,219.3333333,19.53703704,22.08333333,100
19-Jul-15 1:25:01 AM EDT,25.22222222,0.6,220,17.5,21.8,100
19-Jul-15 1:30:00 AM EDT,25.16666667,0.6,220,17.05555556,21.61666667,100
19-Jul-15 1:35:00 AM EDT,25.11111111,0.6,220,18.14814815,21.71666667,100
19-Jul-15 1:40:00 AM EDT,25,0.6,220,17.36111111,21.58333333,100
19-Jul-15 1:45:00 AM EDT,25,0.6,220,19.81481481,21.61666667,100
19-Jul-15 1:50:01 AM EDT,25,0.6,220,18.33333333,21.5,100
19-Jul-15 1:55:00 AM EDT,25,0.6,220,20,21.51666667,100
19-Jul-15 2:00:00 AM EDT,24.94444444,0.6,220,21.06481481,21.51666667,100
19-Jul-15 2:05:00 AM EDT,25,0.6,220,20.0462963,21.45,100
19-Jul-15 2:10:00 AM EDT,24.94444444,0.5,220,20.41666667,21.55,100
19-Jul-15 2:15:00 AM EDT,24.94444444,0.7,220,22.22222222,21.48333333,100
19-Jul-15 2:20:00 AM EDT,24.94444444,0.6,220,31.34259259,22.26666667,100
19-Jul-15 2:25:00 AM EDT,24.83333333,0.6,220,31.2037037,22.76666667,100
19-Jul-15 2:30:00 AM EDT,24.72222222,0.6,220,30.69444444,22.81666667,100
19-Jul-15 2:35:00 AM EDT,24.72222222,0.6,220,30.78703704,23.05,100
19-Jul-15 2:40:00 AM EDT,24.66666667,0.6,220,29.86111111,23.2,100
19-Jul-15 2:45:00 AM EDT,24.55555556,0.6,220,30.60185185,23.2,100
19-Jul-15 2:50:00 AM EDT,24.5,0.6,220,29.30555556,23.28333333,100
19-Jul-15 2:55:00 AM EDT,24.38888889,0.6,220,29.67592593,23.33333333,100
19-Jul-15 3:00:00 AM EDT,24.27777778,0.6,220,28.61111111,23.33333333,100
19-Jul-15 3:05:00 AM EDT,24.33333333,0.6,220,29.35185185,23.31666667,100
19-Jul-15 3:10:00 AM EDT,24.38888889,0.6,220,28.51851852,23.38333333,100
19-Jul-15 3:15:00 AM EDT,24.38888889,0.7,220,28.24074074,23.33333333,100
19-Jul-15 3:20:00 AM EDT,24.38888889,0.7,242.6666667,19.30555556,22.53333333,100
19-Jul-15 3:25:00 AM EDT,24.33333333,0.6,273.3333333,16.48148148,21.16666667,100
19-Jul-15 3:30:00 AM EDT,24.33333333,0.6,186,16.38888889,20.85,100
19-Jul-15 3:35:00 AM EDT,24.27777778,0.7,178.6666667,16.38888889,20.81666667,100
19-Jul-15 3:40:00 AM EDT,24.27777778,0.6,175.3333333,16.38888889,20.81666667,100
19-Jul-15 3:45:00 AM EDT,24.22222222,0.5,158.6666667,16.38888889,20.76666667,100
19-Jul-15 3:50:00 AM EDT,24.16666667,0.6,156,16.38888889,20.8,100
19-Jul-15 3:55:00 AM EDT,24.11111111,0.6,157.3333333,16.38888889,20.85,100
19-Jul-15 4:00:00 AM EDT,24.05555556,0.6,161.3333333,16.38888889,20.8,100
19-Jul-15 4:05:00 AM EDT,24.05555556,0.6,155.3333333,16.38888889,20.85,100
19-Jul-15 4:10:00 AM EDT,23.94444444,0.6,142.6666667,16.38888889,20.8,100
19-Jul-15 4:15:00 AM EDT,24,0.6,148.6666667,16.38888889,20.85,100
19-Jul-15 4:20:00 AM EDT,23.94444444,0.6,161.3333333,16.85185185,20.81666667,100
19-Jul-15 4:25:00 AM EDT,24.05555556,0.6,220.6666667,30.0462963,21.93333333,100
19-Jul-15 4:30:00 AM EDT,24.05555556,0.6,220.6666667,31.62037037,23.4,100
19-Jul-15 4:35:00 AM EDT,24.05555556,0.6,220,31.89814815,23.6,100
19-Jul-15 4:40:00 AM EDT,24,0.6,220,32.59259259,23.41666667,100
19-Jul-15 4:45:00 AM EDT,23.94444444,0.6,220,32.73148148,23.45,100
19-Jul-15 4:50:00 AM EDT,23.88888889,0.6,220,33.28703704,23.51666667,100
19-Jul-15 4:55:00 AM EDT,23.77777778,0.6,220,32.36111111,23.51666667,100
19-Jul-15 5:00:00 AM EDT,23.77777778,0.6,220,33.65740741,23.56666667,100
19-Jul-15 5:05:00 AM EDT,23.77777778,0.6,220,32.31481481,23.6,100
19-Jul-15 5:10:01 AM EDT,23.77777778,0.6,219.3333333,33.28703704,23.7,100
19-Jul-15 5:15:00 AM EDT,23.83333333,0.6,219.3333333,31.71296296,23.7,100
19-Jul-15 5:20:00 AM EDT,23.88888889,0.6,256,21.75925926,23.05,100
19-Jul-15 5:25:00 AM EDT,24,0.6,456.6666667,16.57407407,21.8,100
19-Jul-15 5:30:00 AM EDT,23.88888889,0.6,357.3333333,16.38888889,21,100
19-Jul-15 5:35:00 AM EDT,23.88888889,0.6,316,16.25,20.73333333,100
19-Jul-15 5:40:00 AM EDT,23.88888889,0.7,300.6666667,16.11111111,20.58333333,100
19-Jul-15 5:45:01 AM EDT,23.83333333,0.6,284,16.11111111,20.46666667,100
19-Jul-15 5:50:00 AM EDT,23.88888889,0.7,269.3333333,16.11111111,20.36666667,100
19-Jul-15 5:55:00 AM EDT,23.88888889,0.7,266,16.11111111,20.3,100
19-Jul-15 6:00:00 AM EDT,23.94444444,0.6,248,16.11111111,20.23333333,100
19-Jul-15 6:05:00 AM EDT,23.94444444,0.7,247.3333333,16.11111111,20.2,100
19-Jul-15 6:10:00 AM EDT,23.94444444,0.8,238.6666667,16.11111111,20.13333333,100
19-Jul-15 6:15:00 AM EDT,23.88888889,1.2,215.3333333,16.11111111,20.15,100
19-Jul-15 6:20:00 AM EDT,23.94444444,2.4,175.3333333,16.34259259,20.25,100
19-Jul-15 6:25:00 AM EDT,24.05555556,4.7,182,16.38888889,20.25,100
19-Jul-15 6:30:00 AM EDT,24.16666667,9.2,162,16.38888889,20.26666667,100
19-Jul-15 6:35:00 AM EDT,24.27777778,15.4,160.6666667,16.38888889,20.3,100
19-Jul-15 6:40:00 AM EDT,24.61111111,18.5,165.3333333,16.38888889,20.33333333,100
19-Jul-15 6:45:00 AM EDT,24.94444444,22.8,163.3333333,16.38888889,20.31666667,100
19-Jul-15 6:50:00 AM EDT,25.27777778,27.2,170.6666667,16.38888889,20.43333333,100
19-Jul-15 6:55:00 AM EDT,25.27777778,25.8,168,16.38888889,20.35,100
19-Jul-15 7:00:00 AM EDT,25.11111111,21.3,156.6666667,16.38888889,20.4,100
19-Jul-15 7:05:01 AM EDT,24.88888889,22.4,156.6666667,16.38888889,20.46666667,100
19-Jul-15 7:10:00 AM EDT,24.94444444,22.1,154,16.38888889,20.41666667,100
19-Jul-15 7:15:00 AM EDT,24.83333333,20.3,152.6666667,16.38888889,20.45,100
19-Jul-15 7:20:01 AM EDT,24.83333333,17.9,167.3333333,17.91666667,20.56666667,100
19-Jul-15 7:25:00 AM EDT,24.83333333,17.3,221.3333333,29.58333333,21.45,100
19-Jul-15 7:30:00 AM EDT,24.83333333,17.4,220,31.89814815,23.01666667,100
19-Jul-15 7:35:00 AM EDT,24.88888889,18.9,220,30.50925926,23.26666667,100
19-Jul-15 7:40:00 AM EDT,24.88888889,19.7,220,30,23.2,100
19-Jul-15 7:45:00 AM EDT,24.94444444,20.5,220,30.37037037,23,100
19-Jul-15 7:50:00 AM EDT,24.94444444,20,220,29.16666667,23,100
19-Jul-15 7:55:00 AM EDT,25,21.1,220,30.37037037,23.08333333,100
19-Jul-15 8:00:01 AM EDT,25,22.4,220,28.42592593,23.06666667,100
19-Jul-15 8:05:00 AM EDT,25,23.5,220,28.14814815,23.03333333,100
19-Jul-15 8:10:00 AM EDT,25.05555556,25.4,220,26.66666667,22.86666667,100
19-Jul-15 8:15:00 AM EDT,25.11111111,21.7,220,26.99074074,22.93333333,100
19-Jul-15 8:20:01 AM EDT,25.16666667,21.6,277.3333333,18.19444444,22.06666667,100
19-Jul-15 8:25:00 AM EDT,25.22222222,25.4,373.3333333,16.2037037,21.11666667,100
19-Jul-15 8:30:00 AM EDT,25.16666667,30.7,290.6666667,16.11111111,20.7,100
19-Jul-15 8:35:00 AM EDT,25.16666667,30.6,286,16.11111111,20.58333333,100
19-Jul-15 8:40:00 AM EDT,25.22222222,29.7,277.3333333,16.11111111,20.5,100
19-Jul-15 8:45:00 AM EDT,25.33333333,26.5,275.3333333,16.11111111,20.48333333,100
19-Jul-15 8:50:00 AM EDT,25.44444444,26.7,270,16.11111111,20.36666667,100
19-Jul-15 8:55:00 AM EDT,25.5,23.4,260,16.11111111,20.3,100
19-Jul-15 9:00:00 AM EDT,25.55555556,24.3,252.6666667,16.11111111,20.23333333,100
19-Jul-15 9:05:00 AM EDT,25.66666667,29.3,245.3333333,16.11111111,20.23333333,100
19-Jul-15 9:10:00 AM EDT,25.77777778,32.6,242,16.11111111,20.2,100
19-Jul-15 9:15:00 AM EDT,25.83333333,31.7,222,16.11111111,20.2,100
19-Jul-15 9:20:00 AM EDT,25.83333333,25.9,145.3333333,18.28703704,20.63333333,100
19-Jul-15 9:25:00 AM EDT,25.77777778,22.3,219.3333333,30.37037037,21.73333333,100
19-Jul-15 9:30:00 AM EDT,25.5,21.4,218,23.65740741,22.13333333,100
19-Jul-15 9:35:00 AM EDT,25.38888889,22.6,220,24.12037037,22.03333333,100
19-Jul-15 9:40:00 AM EDT,25.22222222,19.3,218.6666667,23.75,21.98333333,100
19-Jul-15 9:45:00 AM EDT,25.16666667,19.8,220,23.37962963,21.96666667,100
19-Jul-15 9:50:00 AM EDT,25.16666667,22,219.3333333,22.68518519,21.88333333,100
19-Jul-15 9:55:00 AM EDT,25.05555556,22.9,219.3333333,22.59259259,21.91666667,100
19-Jul-15 10:00:00 AM EDT,24.88888889,21.6,220,23.33333333,21.88333333,100
19-Jul-15 10:05:00 AM EDT,24.77777778,13.3,220.6666667,23.42592593,21.88333333,100
19-Jul-15 10:10:00 AM EDT,24.77777778,13.1,219.3333333,23.19444444,21.85,100
19-Jul-15 10:15:00 AM EDT,23.38888889,16.5,220.6666667,22.26851852,21.83333333,100
19-Jul-15 10:20:00 AM EDT,23.05555556,19.1,220.6666667,32.12962963,22.83333333,100
19-Jul-15 10:25:00 AM EDT,23.27777778,31,218,32.5,23.98333333,100
19-Jul-15 10:30:00 AM EDT,23.55555556,41.2,218.6666667,32.59259259,23.93333333,100
19-Jul-15 10:35:00 AM EDT,23.77777778,48.4,220.6666667,32.82407407,24,100
19-Jul-15 10:40:00 AM EDT,24.05555556,54.1,220.6666667,32.08333333,24.41666667,100
19-Jul-15 10:45:00 AM EDT,24.33333333,64.9,220,33.37962963,24.45,100
19-Jul-15 10:50:00 AM EDT,24.44444444,72.2,219.3333333,32.5,24.28333333,100
19-Jul-15 10:55:00 AM EDT,24.55555556,72.3,220.6666667,33.33333333,24.5,100
19-Jul-15 11:00:01 AM EDT,24.61111111,70.1,221.3333333,33.33333333,24.75,100
19-Jul-15 11:05:00 AM EDT,24.55555556,63.1,220.6666667,32.87037037,24.76666667,100
19-Jul-15 11:10:00 AM EDT,24.61111111,40,219.3333333,33.33333333,24.6,100
19-Jul-15 11:15:00 AM EDT,24.61111111,26.7,218,31.66666667,24.55,100
19-Jul-15 11:20:00 AM EDT,24.77777778,23.1,220.6666667,25.32407407,23.88333333,100
19-Jul-15 11:25:00 AM EDT,24.94444444,36.9,219.3333333,25.97222222,23.65,100
19-Jul-15 11:30:00 AM EDT,25.05555556,53.7,219.3333333,25.74074074,23.48333333,100
19-Jul-15 11:35:00 AM EDT,25.33333333,52,220,25.55555556,23.41666667,100
19-Jul-15 11:40:00 AM EDT,25.94444444,72.9,218.6666667,24.67592593,23.28333333,100
19-Jul-15 11:45:00 AM EDT,26.16666667,111.2,220,24.9537037,23.15,100
19-Jul-15 11:50:00 AM EDT,26.16666667,108.5,218.6666667,24.44444444,23.11666667,100
19-Jul-15 11:55:00 AM EDT,26.33333333,80.5,219.3333333,23.61111111,23.01666667,100
19-Jul-15 12:00:00 PM EDT,26.83333333,85.5,219.3333333,23.88888889,22.96666667,100
19-Jul-15 12:05:00 PM EDT,27,134.5,218.6666667,23.65740741,22.96666667,100
19-Jul-15 12:10:00 PM EDT,27.11111111,132.8,219.3333333,22.63888889,22.9,100
19-Jul-15 12:15:00 PM EDT,27.16666667,123.6,218,24.9537037,22.88333333,100
19-Jul-15 12:20:00 PM EDT,26.27777778,134.5,219.3333333,31.57407407,23.6,100
19-Jul-15 12:25:00 PM EDT,25.72222222,154.6,220.6666667,33.56481481,24.18333333,100
19-Jul-15 12:30:00 PM EDT,25.83333333,194.2,220,31.01851852,24.3,100
19-Jul-15 12:35:01 PM EDT,26.16666667,189,219.3333333,32.59259259,24.4,100
19-Jul-15 12:40:00 PM EDT,26.5,169.2,219.3333333,30.50925926,24.5,100
19-Jul-15 12:45:00 PM EDT,27,167.6,218.6666667,31.89814815,24.5,100
19-Jul-15 12:50:00 PM EDT,27.38888889,153.4,218,30.69444444,24.55,100
19-Jul-15 12:55:00 PM EDT,27.88888889,147.8,220,31.15740741,24.58333333,100
19-Jul-15 1:00:00 PM EDT,28.66666667,147.8,221.3333333,30.64814815,24.56666667,100
19-Jul-15 1:05:00 PM EDT,29.27777778,149.4,220.6666667,31.01851852,24.58333333,100
19-Jul-15 1:10:00 PM EDT,29.44444444,156.8,220,31.52777778,24.6,100
19-Jul-15 1:15:00 PM EDT,30.44444444,168.7,220.6666667,30.18518519,24.65,100
19-Jul-15 1:20:00 PM EDT,30.83333333,181.3,287.3333333,19.81481481,23.76666667,100
19-Jul-15 1:25:00 PM EDT,31.11111111,215.4,450,16.48148148,22.41666667,100
19-Jul-15 1:30:00 PM EDT,30.94444444,254.4,340,16.38888889,21.75,100
19-Jul-15 1:35:00 PM EDT,30.66666667,267.7,311.3333333,16.38888889,21.53333333,100
19-Jul-15 1:40:00 PM EDT,30.5,334,311.3333333,16.38888889,21.5,100
19-Jul-15 1:45:00 PM EDT,30.5,309.2,306,16.38888889,21.5,100
19-Jul-15 1:50:00 PM EDT,30.38888889,272.5,291.3333333,16.38888889,21.38333333,100
19-Jul-15 1:55:00 PM EDT,30.72222222,273.9,291.3333333,16.38888889,21.35,100
19-Jul-15 2:00:00 PM EDT,30.88888889,294.8,279.3333333,16.38888889,21.31666667,100
19-Jul-15 2:05:01 PM EDT,30.83333333,261.1,273.3333333,16.38888889,21.26666667,100
19-Jul-15 2:10:00 PM EDT,30.77777778,242.3,266.6666667,16.38888889,21.2,100
19-Jul-15 2:15:00 PM EDT,31.33333333,268.2,252.6666667,16.38888889,21.18333333,100
19-Jul-15 2:20:00 PM EDT,31.22222222,299.8,206.6666667,16.34259259,21.18333333,100
19-Jul-15 2:25:00 PM EDT,30.66666667,292.7,208,16.2962963,21.26666667,100
19-Jul-15 2:30:00 PM EDT,31.27777778,258.4,214.6666667,16.38888889,21.3,100
19-Jul-15 2:35:00 PM EDT,31.55555556,251.8,203.3333333,16.38888889,21.28333333,100
19-Jul-15 2:40:00 PM EDT,31.27777778,250.7,202.6666667,16.38888889,21.3,100
19-Jul-15 2:45:00 PM EDT,30.77777778,208.6,197.3333333,16.38888889,21.3,100
19-Jul-15 2:50:00 PM EDT,30.5,188.1,191.3333333,16.38888889,21.3,100
19-Jul-15 2:55:00 PM EDT,30.61111111,188.3,177.3333333,16.38888889,21.28333333,100
19-Jul-15 3:00:00 PM EDT,31.72222222,196.4,184.6666667,16.38888889,21.33333333,100
19-Jul-15 3:05:00 PM EDT,31.94444444,358.6,173.3333333,16.38888889,21.31666667,100
19-Jul-15 3:10:00 PM EDT,32.66666667,424.2,186.6666667,16.38888889,21.4,100
19-Jul-15 3:15:00 PM EDT,32.27777778,415.6,166,16.38888889,21.43333333,100
19-Jul-15 3:20:01 PM EDT,32.44444444,269.2,168,18.61111111,21.66666667,100
19-Jul-15 3:25:00 PM EDT,33.5,280.1,220.6666667,31.11111111,22.7,100
19-Jul-15 3:30:00 PM EDT,32.94444444,514.8,220,31.57407407,24.11666667,100
19-Jul-15 3:35:00 PM EDT,32.94444444,404.5,220,32.87037037,24.55,100
19-Jul-15 3:40:00 PM EDT,32.33333333,413.8,220,29.67592593,24.41666667,100
19-Jul-15 3:45:00 PM EDT,32.11111111,310.2,220,31.2037037,24.35,100
19-Jul-15 3:50:00 PM EDT,31.94444444,296.2,220,30.46296296,24.41666667,100
19-Jul-15 3:55:00 PM EDT,31.77777778,278.7,220,29.72222222,24.21666667,100
19-Jul-15 4:00:00 PM EDT,31.88888889,263.9,220,31.38888889,24.36666667,100
19-Jul-15 4:05:00 PM EDT,32.22222222,329.2,220,29.07407407,24.4,100
19-Jul-15 4:10:00 PM EDT,32.22222222,362.5,220,29.72222222,24.36666667,100
19-Jul-15 4:15:00 PM EDT,32.44444444,350.6,220,28.28703704,24.46666667,100
19-Jul-15 4:20:00 PM EDT,33.16666667,327,220,22.26851852,23.85,100
19-Jul-15 4:25:00 PM EDT,33.11111111,367.1,221.3333333,21.52777778,23.76666667,100
19-Jul-15 4:30:00 PM EDT,33.38888889,452.4,220,21.71296296,23.61666667,100
19-Jul-15 4:35:00 PM EDT,32.88888889,312.2,220,21.34259259,23.53333333,100
19-Jul-15 4:40:00 PM EDT,32.83333333,287.8,220,22.08333333,23.46666667,100
19-Jul-15 4:45:00 PM EDT,32.55555556,206.8,220,20.69444444,23.33333333,100
19-Jul-15 4:50:00 PM EDT,32.33333333,178.7,220,21.72222222,23.41666667,100
19-Jul-15 4:55:00 PM EDT,32.33333333,177.3,220,19.62962963,23.35,100
19-Jul-15 5:00:00 PM EDT,32.11111111,164.6,220,21.75925926,23.3,100
19-Jul-15 5:05:00 PM EDT,32.72222222,174.3,220,20.41666667,23.23333333,100
19-Jul-15 5:10:00 PM EDT,32.94444444,191.8,220,20.64814815,23.18333333,100
19-Jul-15 5:15:00 PM EDT,33.72222222,212.1,220.6666667,21.57407407,23.28333333,100
19-Jul-15 5:20:00 PM EDT,33.55555556,221.2,293.3333333,16.99074074,22.66666667,100
19-Jul-15 5:25:00 PM EDT,32.72222222,308.4,406.6666667,16.15740741,21.7,100
19-Jul-15 5:30:00 PM EDT,33.16666667,125.3,332.6666667,16.2037037,21.31666667,100
19-Jul-15 5:35:00 PM EDT,33.33333333,237.8,320.6666667,16.15740741,21.21666667,100
19-Jul-15 5:40:00 PM EDT,32.83333333,208.8,320.6666667,16.11111111,21.13333333,100
19-Jul-15 5:45:00 PM EDT,32.66666667,229.3,308.6666667,16.11111111,21.08333333,100
19-Jul-15 5:50:00 PM EDT,32.11111111,133,312.6666667,16.11111111,21.01666667,100
19-Jul-15 5:55:00 PM EDT,32.66666667,131.9,300,16.11111111,20.88333333,100
19-Jul-15 6:00:00 PM EDT,33.11111111,170.2,291.3333333,16.11111111,20.9,100
19-Jul-15 6:05:00 PM EDT,33.66666667,185.8,297.3333333,16.11111111,20.81666667,100
19-Jul-15 6:10:00 PM EDT,33.16666667,179.5,280,16.11111111,20.73333333,100
19-Jul-15 6:15:00 PM EDT,33,156.8,237.3333333,16.2962963,20.78333333,100
19-Jul-15 6:20:00 PM EDT,32.61111111,140.1,164.6666667,16.85185185,21.36666667,100
19-Jul-15 6:25:00 PM EDT,32.66666667,143.9,192,16.94444444,21.55,100
19-Jul-15 6:30:00 PM EDT,32.66666667,143.2,184,17.05555556,21.56666667,100
19-Jul-15 6:35:00 PM EDT,32.33333333,140.7,182.6666667,17.22222222,21.61666667,100
19-Jul-15 6:40:01 PM EDT,32.33333333,111,176,17.08333333,21.65,100
19-Jul-15 6:45:00 PM EDT,31.94444444,107.8,170.6666667,16.94444444,21.63333333,100
19-Jul-15 6:50:00 PM EDT,31.77777778,83.4,170.6666667,16.94444444,21.66666667,100
19-Jul-15 6:55:00 PM EDT,31.83333333,73,156,16.94444444,21.65,100
19-Jul-15 7:00:00 PM EDT,31.72222222,67.4,159.3333333,16.94444444,21.66666667,100
19-Jul-15 7:05:00 PM EDT,32.11111111,65.7,149.3333333,16.94444444,21.7,100
19-Jul-15 7:10:00 PM EDT,32.22222222,79.7,148,16.94444444,21.68333333,100
19-Jul-15 7:15:00 PM EDT,33.27777778,77.3,152,16.94444444,21.65,100
19-Jul-15 7:20:00 PM EDT,33.66666667,88.4,144,16.94444444,21.76666667,100
19-Jul-15 7:25:00 PM EDT,34.94444444,92.4,206.6666667,28.7037037,22.35,100
19-Jul-15 7:30:00 PM EDT,35.05555556,112,220,28.05555556,22.81666667,100
19-Jul-15 7:35:00 PM EDT,34.88888889,103.4,220,26.11111111,22.78333333,100
19-Jul-15 7:40:00 PM EDT,35.22222222,89.7,220,26.75925926,22.73333333,100
19-Jul-15 7:45:00 PM EDT,34.83333333,76.4,220,26.25,22.88333333,100
19-Jul-15 7:50:00 PM EDT,34.11111111,72.7,220,24.90740741,22.73333333,100
19-Jul-15 7:55:00 PM EDT,32.5,59.5,220,24.72222222,22.73333333,100
19-Jul-15 8:00:00 PM EDT,31.5,39.3,220,23.88888889,22.73333333,100
19-Jul-15 8:05:00 PM EDT,32.22222222,30.2,220,23.84259259,22.73333333,100
19-Jul-15 8:10:00 PM EDT,31.83333333,28.3,220,23.93518519,22.73333333,100
19-Jul-15 8:15:00 PM EDT,30.94444444,30.7,220,22.87037037,22.7,100
19-Jul-15 8:20:00 PM EDT,30.16666667,25.3,220,18.7037037,22.3,100
19-Jul-15 8:25:00 PM EDT,29.5,20.8,220,17.4537037,21.85,100
19-Jul-15 8:30:00 PM EDT,29.11111111,17.9,220,20.74074074,22.05,100
19-Jul-15 8:35:00 PM EDT,28.77777778,16.5,220,17.4537037,21.8,100
19-Jul-15 8:40:00 PM EDT,28.44444444,14.1,220,20.97222222,22,100
19-Jul-15 8:45:00 PM EDT,28,12.6,220,20.13888889,21.8,100
19-Jul-15 8:50:00 PM EDT,27.66666667,10.9,220,20.32407407,21.96666667,100
19-Jul-15 8:55:00 PM EDT,27.38888889,9.1,220,21.43518519,21.86666667,100
19-Jul-15 9:00:00 PM EDT,27.16666667,5.5,220,21.01851852,21.81666667,100
19-Jul-15 9:05:00 PM EDT,27.05555556,3.6,220,20.23148148,21.8,100
19-Jul-15 9:10:00 PM EDT,26.94444444,2.7,220,21.06481481,21.78333333,100
19-Jul-15 9:15:00 PM EDT,26.77777778,3,183.3333333,20.64814815,21.76666667,100
19-Jul-15 9:20:00 PM EDT,26.66666667,2.6,136,17.82407407,21.75,100
19-Jul-15 9:25:00 PM EDT,26.5,1.7,262,16.57407407,21.23333333,100
19-Jul-15 9:30:00 PM EDT,26.38888889,1,202.6666667,16.38888889,21.01666667,100
19-Jul-15 9:35:00 PM EDT,26.33333333,0.7,202.6666667,16.38888889,21.01666667,100
19-Jul-15 9:40:00 PM EDT,26.33333333,0.7,194,16.38888889,21,100
19-Jul-15 9:45:00 PM EDT,26.33333333,0.6,190,16.38888889,20.93333333,100
19-Jul-15 9:50:00 PM EDT,26.44444444,0.6,188.6666667,16.38888889,20.96666667,100
19-Jul-15 9:55:01 PM EDT,26.38888889,0.6,194.6666667,16.38888889,21.03333333,100
19-Jul-15 10:00:00 PM EDT,26.33333333,0.6,190,16.38888889,20.93333333,100
19-Jul-15 10:05:00 PM EDT,26,0.6,193.3333333,16.38888889,20.95,100
19-Jul-15 10:10:00 PM EDT,26.05555556,0.6,190,16.38888889,20.95,100
19-Jul-15 10:15:00 PM EDT,26.05555556,0.6,170.6666667,16.38888889,20.91666667,100
19-Jul-15 10:20:00 PM EDT,26.16666667,0.6,168,18.33333333,21.13333333,100
19-Jul-15 10:25:00 PM EDT,26,0.6,221.3333333,31.62037037,22.03333333,100
19-Jul-15 10:30:00 PM EDT,25.72222222,0.6,220,31.99074074,23.61666667,100
19-Jul-15 10:35:00 PM EDT,25.55555556,0.6,220,32.96296296,23.88333333,100
19-Jul-15 10:40:00 PM EDT,25.38888889,0.6,220,32.22222222,23.88333333,100
19-Jul-15 10:45:00 PM EDT,25.22222222,0.5,220,33,24.16666667,100
19-Jul-15 10:50:00 PM EDT,25.11111111,0.6,220,32.12962963,24.48333333,100
19-Jul-15 10:55:00 PM EDT,25,0.6,220,33.19444444,24.46666667,100
19-Jul-15 11:00:00 PM EDT,24.94444444,0.6,220,32.5,24.33333333,100
19-Jul-15 11:05:00 PM EDT,24.77777778,0.6,220,33.7962963,24.76666667,100
19-Jul-15 11:10:00 PM EDT,24.61111111,0.6,220,32.91666667,24.73333333,100
19-Jul-15 11:15:00 PM EDT,24.55555556,0.6,220,32.73148148,24.73333333,100
19-Jul-15 11:20:00 PM EDT,24.5,0.6,219.3333333,30.64814815,24.53333333,100
19-Jul-15 11:25:00 PM EDT,24.44444444,0.6,219.3333333,30.97222222,24.78333333,100
19-Jul-15 11:30:00 PM EDT,24.38888889,0.6,220,28.7962963,24.56666667,100
19-Jul-15 11:35:01 PM EDT,24.38888889,0.6,220,29.58333333,24.45,100
19-Jul-15 11:40:00 PM EDT,24.38888889,0.6,220,29.58333333,24.35,100
19-Jul-15 11:45:00 PM EDT,24.33333333,0.7,220,30.13888889,24.38333333,100
19-Jul-15 11:50:01 PM EDT,24.33333333,0.6,220,28.93518519,24.26666667,100
19-Jul-15 11:55:00 PM EDT,24.22222222,0.6,220,29.35185185,24.16666667,100
