0,0,0,0,0,-0.6,-3.3,80,0,1.1
0,0,0,0,0,-1.1,-3.3,83,0,1.1
0,0,0,0,0,0,-2.8,79,2.1,1.1
0,0,0,0,0,-1.7,-3.9,83,1.5,1.1
0,0,0,0,0,-1.1,-2.8,87,0,1.1
0,0,0,0,0,-1.7,-2.8,91,0,1.1
0,0,0,0,0,-0.6,-2.8,83,1.5,1.1
0,0,0,0,0,-1.7,-3.9,83,1.5,1.1
1120,0,0,0,0,-1.1,-3.3,83,1.5,1.1
1420,464,74,34300,10200,2.8,-1.7,71,1.5,1.1
1420,680,83,60800,11500,6.1,0,65,0,1.1
1420,768,84,72400,11000,10,1.1,54,3.1,1.1
1420,801,89,76800,11600,11.7,0.6,46,2.6,1.1
1420,794,88,75900,11500,12.2,0.6,45,2.6,1.1
1420,756,77,70700,10500,13.3,1.1,43,2.6,1.2
1420,640,69,55700,10100,12.2,1.7,49,2.6,1.3
1420,340,47,22900,6490,11.1,1.7,52,0,1.3
696,0,0,0,0,9.4,1.7,59,2.1,1.4
0,0,0,0,0,10,2.2,58,1.5,1.5
0,0,0,0,0,8.9,2.8,66,1.5,1.6
0,0,0,0,0,7.8,3.3,73,3.6,1.6
0,0,0,0,0,8.3,5.6,83,4.6,1.7
0,0,0,0,0,8.3,6.1,86,3.1,1.8
0,0,0,0,0,9.4,7.8,90,3.1,1.9
0,0,0,0,0,9.4,8.3,93,3.6,1.9
0,0,0,0,0,11.1,9.4,89,5.7,1.9
0,0,0,0,0,11.7,9.4,86,5.2,1.9
0,0,0,0,0,11.1,8.9,86,4.1,1.9
0,0,0,0,0,11.7,8.3,80,4.1,1.9
0,0,0,0,0,11.7,7.8,77,3.6,1.9
0,0,0,0,0,11.7,7.8,77,3.6,1.9
0,0,0,0,0,12.2,8.3,77,3.6,1.9
1120,0,0,0,0,12.2,8.9,80,3.6,1.8
1420,182,80,134,95,13.3,10,80,5.7,1.8
1420,0,55,0,66,13.9,10.6,80,8.2,1.8
1420,0,64,0,78,13.9,11.1,83,7.2,1.8
1420,0,104,0,123,14.4,11.7,84,8.8,1.8
1420,0,135,0,156,14,12,88,7.2,1.8
1420,0,90,0,106,15.6,12.2,80,9.3,1.8
1420,52,116,47,130,16.1,11.7,75,6.2,1.9
1420,27,56,20,63,15.6,12.2,80,6.2,1.9
719,0,0,0,0,15.6,12.2,80,5.7,1.9
0,0,0,0,0,15.6,11.7,78,4.6,1.9
0,0,0,0,0,13.9,4.4,53,7.2,1.9
0,0,0,0,0,10,3.9,66,5.7,1.9
0,0,0,0,0,7.2,3.9,80,4.6,2
0,0,0,0,0,4.4,2.2,86,2.6,2
0,0,0,0,0,4.4,2.8,89,1.5,2
0,0,0,0,0,4.4,2.8,89,0,2
0,0,0,0,0,4.4,2.8,89,2.1,2
0,0,0,0,0,4.4,2.8,89,1.5,2
0,0,0,0,0,3.9,2.8,93,0,2
0,0,0,0,0,3.9,2.8,93,2.6,2
0,0,0,0,0,3.9,3.3,96,2.6,2
0,0,0,0,0,3.9,3.3,96,4.6,2
0,0,0,0,0,3.9,3.3,96,3.1,2
1120,0,0,0,0,3.9,3.3,96,5.2,2
1420,0,25,0,30,4.4,3.3,93,5.2,2
1420,0,102,0,116,4,4,100,3.6,2
1420,0,70,0,84,5,4.4,96,1.5,2.1
1420,0,110,0,129,4.4,4.4,100,2.1,2.1
1420,0,82,0,98,6.1,5.6,97,6.2,2
1420,0,73,0,87,8,7,93,5.7,2
1420,0,42,0,51,9.4,7.8,90,4.6,1.9
1420,0,30,0,35,10,8.3,89,7.2,1.9
743,0,0,0,0,10,8.3,89,5.2,1.8
0,0,0,0,0,10,8.9,93,3.1,1.7
0,0,0,0,0,9.4,8.3,93,3.6,1.7
0,0,0,0,0,7.2,6.7,97,2.6,1.6
0,0,0,0,0,6.7,6.1,96,2.6,1.6
0,0,0,0,0,6.7,6.1,96,1.5,1.5
0,0,0,0,0,8.9,8.3,96,5.2,1.5
0,0,0,0,0,5,4.4,96,6.7,1.4
0,0,0,0,0,4.4,3.3,93,8.2,1.4
0,0,0,0,0,1.7,1.1,96,7.7,1.3
0,0,0,0,0,0.6,-0.6,91,8.2,1.2
0,0,0,0,0,0,-1.1,91,6.2,1.1
0,0,0,0,0,0,-2.2,83,7.7,1.1
0,0,0,0,0,-0.6,-3.9,76,8.2,1
0,0,0,0,0,-1.1,-4.4,76,8.8,0.9
1120,0,0,0,0,-1.1,-5,72,8.8,0.8
1420,0,33,0,39,-1.1,-4.4,76,7.2,0.8
1420,118,140,109,157,-1,-4,78,6.7,0.7
1420,0,134,0,153,-0.6,-4.4,73,7.2,0.6
1420,6,168,5,192,-1.1,-4.4,76,6.7,0.5
1420,6,162,5,185,-1.1,-5,72,7.2,0.6
1420,6,139,4,159,-1.1,-5,72,6.2,0.6
1420,0,79,0,91,-1.7,-5,76,6.7,0.7
1420,5,52,1,59,-2.2,-5.6,75,6.7,0.7
766,0,0,0,0,-3,-4,92,5.7,0.8
0,0,0,0,0,-2.8,-5.6,79,5.7,0.8
0,0,0,0,0,-2.8,-5.6,79,7.2,0.9
0,0,0,0,0,-3.3,-6.7,75,6.2,0.9
0,0,0,0,0,-4.4,-7.2,79,7.2,1
0,0,0,0,0,-4.4,-7.2,79,5.2,1
0,0,0,0,0,-5,-7.8,79,5.7,1.1
